crop_type,soil_ph,rainfall_mm,temperature_c,humidity_pct,nitrogen,phosphorus,potassium,yield_kg_per_hectare
wheat,7.37,607.1,17.6,57.3,107.5,66.7,28.7,3132.12
sugarcane,5.32,1730.6,33.4,49.2,119.1,45.1,46.0,36976.16
rice,6.39,1077.0,28.8,48.3,107.3,71.9,42.8,4275.62
wheat,6.32,666.9,17.5,60.6,93.2,41.5,56.8,2876.92
sugarcane,7.39,1639.6,31.8,89.3,124.7,68.5,67.1,66949.43
cotton,6.33,463.7,26.4,91.0,130.7,65.9,30.7,2194.67
wheat,6.73,596.6,15.9,45.6,131.9,71.7,34.5,3996.52
maize,7.09,618.7,27.8,49.2,87.0,65.6,72.4,5167.81
rice,6.71,1242.5,23.1,65.1,109.2,62.8,38.4,3946.17
sugarcane,6.69,1622.2,35.8,47.2,101.4,53.0,66.7,64361.03
cotton,6.69,694.6,26.4,82.0,99.6,44.6,36.9,1576.02
rice,6.92,1233.5,29.9,53.1,130.8,34.0,48.5,4035.83
rice,6.31,1285.4,32.2,75.2,168.4,30.8,74.5,4456.79
wheat,6.31,797.4,18.4,73.1,129.5,25.4,46.3,2869.31
rice,6.6,1403.5,27.7,33.7,106.0,71.4,48.1,4865.45
cotton,6.26,700.1,23.2,72.7,94.0,63.8,70.5,2123.13
sugarcane,5.75,1518.8,32.6,78.8,97.3,49.0,62.1,49964.27
wheat,6.85,640.2,22.2,68.7,122.3,34.9,49.0,2921.99
cotton,5.82,725.3,21.0,70.9,116.8,75.2,23.7,1684.45
cotton,6.25,610.0,35.9,78.2,52.1,53.5,24.9,1204.02
wheat,7.6,594.6,20.7,67.3,69.8,41.1,94.5,2845.58
wheat,7.92,318.3,24.6,68.8,71.9,54.6,52.6,2178.41
wheat,5.15,525.4,17.7,58.2,123.5,65.2,52.3,2704.44
wheat,6.6,523.6,22.9,62.8,89.9,61.4,46.6,3112.23
rice,7.45,1403.9,35.9,48.3,63.5,24.1,49.3,2792.66
maize,6.88,699.7,28.0,95.1,62.2,10.0,53.6,3008.8
rice,5.53,881.5,28.9,63.3,112.1,37.8,79.8,3533.84
sugarcane,7.01,1609.4,28.5,52.6,164.5,49.4,62.9,80281.62
cotton,6.97,529.8,28.5,67.6,121.3,47.1,62.6,2235.91
maize,7.62,762.2,21.3,33.1,108.7,49.5,43.4,4118.8
maize,6.39,828.2,23.1,51.9,105.7,51.0,15.0,4309.37
cotton,7.87,805.5,23.7,80.1,132.0,43.1,40.8,1603.04
sugarcane,6.16,1723.5,29.4,67.7,90.5,73.5,34.7,58859.73
cotton,7.05,1005.2,32.8,87.8,117.6,62.4,40.6,2059.71
sugarcane,7.36,1635.6,33.8,72.1,129.0,39.8,62.4,59227.1
maize,6.56,757.1,27.0,54.4,100.7,43.4,15.0,4094.12
sugarcane,7.35,1345.6,36.7,82.6,181.2,52.4,53.8,63353.98
sugarcane,6.76,1240.6,23.9,67.5,163.6,42.4,66.2,75878.61
maize,4.87,443.5,30.7,62.3,186.9,26.4,48.6,2696.73
wheat,7.51,560.5,24.1,70.9,140.4,69.2,88.6,4369.54
cotton,5.85,570.2,31.1,64.7,165.6,54.0,45.3,2220.09
sugarcane,6.25,1373.4,29.6,62.8,92.9,59.0,65.8,73962.19
rice,7.38,1437.9,24.9,63.6,132.5,27.3,51.2,3669.08
wheat,5.44,554.1,26.2,58.1,103.8,63.4,70.1,2886.63
sugarcane,6.53,1479.9,25.0,66.8,151.5,82.6,74.6,81376.37
rice,6.02,1503.6,31.7,79.7,138.9,28.5,42.9,3799.43
sugarcane,6.11,1067.7,32.4,82.8,82.6,57.4,36.1,55763.51
rice,7.55,1266.2,31.7,88.7,118.6,40.4,20.9,3121.78
wheat,6.11,601.9,19.4,70.4,102.8,70.4,36.5,3205.17
rice,5.99,1216.3,29.1,58.4,69.9,52.1,89.8,3907.89
rice,6.78,1558.5,25.5,58.2,148.3,18.5,44.2,3304.4
cotton,7.73,748.0,34.9,73.1,135.4,10.0,36.7,1354.01
cotton,6.4,669.0,27.1,64.8,115.5,36.9,46.9,2119.19
rice,6.72,1770.4,33.8,56.7,123.7,11.8,21.5,2502.1
maize,7.02,776.4,22.1,48.7,137.0,72.1,46.2,5124.54
maize,6.22,666.9,28.9,88.4,94.6,38.4,61.0,4011.44
cotton,6.57,650.5,33.0,83.2,172.3,33.3,63.6,2326.42
sugarcane,6.45,2155.5,33.5,57.5,83.1,18.8,28.0,36644.83
wheat,6.7,509.9,17.9,77.2,102.5,10.0,23.2,2309.14
rice,6.45,1037.8,29.6,68.0,67.4,36.0,90.8,3301.49
wheat,7.13,496.2,21.5,61.6,80.1,48.9,32.0,3085.67
cotton,7.04,712.8,22.3,62.3,134.2,36.9,26.6,2053.14
maize,5.39,691.0,26.1,56.0,94.0,19.7,56.5,3333.48
maize,6.83,627.8,32.1,58.7,154.9,47.2,41.5,4875.07
wheat,6.14,525.9,19.7,75.7,162.8,65.1,26.6,3842.63
cotton,7.38,680.7,27.3,64.0,115.3,40.4,15.0,1838.71
cotton,6.56,708.5,27.9,54.3,160.9,78.9,65.9,3154.55
cotton,6.94,687.7,28.0,84.8,163.1,17.9,55.2,2028.14
sugarcane,6.35,1057.1,30.6,77.4,80.6,10.0,100.5,50111.91
wheat,7.52,526.2,11.8,74.0,154.6,61.6,41.7,3356.84
rice,7.25,1267.5,32.3,77.1,73.8,56.5,68.4,4279.27
maize,6.32,763.1,24.6,57.9,74.4,42.3,62.2,4070.24
cotton,4.93,917.5,30.2,52.9,119.0,26.2,63.8,1149.16
wheat,7.16,550.7,17.8,81.9,128.5,31.2,56.0,2881.23
maize,6.44,842.4,25.9,65.2,81.9,45.6,49.8,4076.94
rice,6.59,1320.4,35.8,84.8,130.6,54.8,42.9,3801.45
maize,6.78,557.4,31.3,78.7,145.1,52.2,15.0,4639.38
sugarcane,7.33,1515.3,31.5,72.4,106.7,45.2,43.3,55195.06
rice,6.48,825.0,25.3,51.4,140.5,30.1,82.6,3948.93
wheat,7.96,803.6,19.8,70.9,123.2,38.4,63.5,2543.49
sugarcane,6.49,1649.9,31.4,60.7,90.2,59.6,41.9,65038.71
cotton,7.12,578.4,27.0,57.5,48.6,45.9,75.5,1823.48
rice,7.04,1265.4,33.0,74.4,144.6,53.1,54.2,4541.61
maize,7.22,667.3,23.0,64.2,128.9,71.0,36.3,4836.39
cotton,6.28,399.8,25.1,54.4,131.6,32.9,72.8,2235.57
maize,6.13,712.3,33.0,65.8,62.9,50.3,81.2,4421.08
rice,6.99,1315.7,21.1,68.4,116.2,42.1,69.1,3824.87
sugarcane,5.89,1600.7,25.5,92.7,82.9,41.0,61.6,47527.03
rice,7.66,1444.1,26.2,80.2,66.5,32.1,57.4,2606.44
maize,6.39,652.2,25.5,60.2,119.2,21.2,61.4,4968.08
maize,6.97,865.5,23.3,81.0,164.5,20.1,65.8,4977.22
wheat,6.56,540.6,24.8,68.2,95.2,63.8,57.4,3218.94
wheat,5.09,563.7,31.7,74.7,110.6,68.6,59.4,2320.86
maize,6.61,748.0,22.2,75.1,108.6,36.0,77.1,4403.73
rice,7.15,1510.7,27.4,63.6,57.8,31.5,23.8,2644.12
rice,7.47,1185.8,32.7,81.2,68.8,67.5,60.9,3385.06
maize,5.2,762.4,25.9,70.5,107.0,36.7,44.7,3069.86
cotton,6.97,693.0,25.8,54.7,122.7,23.9,35.1,1873.03
rice,5.86,1324.7,24.6,47.1,160.0,40.3,67.7,4469.36
sugarcane,5.48,1244.1,31.8,46.0,114.4,27.1,37.8,47024.49
sugarcane,7.94,1702.4,34.0,72.9,82.8,29.4,37.4,40377.09
sugarcane,6.62,1663.9,29.4,41.6,127.2,24.6,35.8,53533.11
rice,6.48,990.6,32.1,83.9,143.1,23.5,50.8,3824.63
rice,6.59,1086.8,25.4,51.2,113.6,10.0,50.1,3272.26
rice,6.44,1374.7,26.8,48.5,47.4,53.6,44.5,2881.65
rice,7.02,1151.5,25.4,55.8,56.3,22.3,25.5,2221.67
sugarcane,7.49,1678.5,35.0,98.0,119.9,71.0,46.9,67045.59
wheat,7.5,628.8,18.1,90.8,45.3,35.6,30.8,2097.96
maize,7.48,876.4,21.1,44.0,134.6,46.5,62.8,5405.23
wheat,6.17,546.9,15.2,88.0,49.7,41.1,80.5,2397.36
cotton,6.91,660.3,33.4,76.1,76.2,56.8,58.3,1872.09
maize,6.99,679.9,29.1,73.5,89.6,65.3,40.2,4873.54
wheat,5.63,583.9,18.9,75.0,62.9,38.6,51.4,1890.59
wheat,7.65,466.9,17.9,50.6,150.1,53.2,83.0,3908.82
cotton,6.92,869.4,33.4,64.0,155.5,32.1,73.6,2506.08
rice,6.16,1230.7,29.9,41.5,56.5,17.9,27.3,2372.36
cotton,6.12,931.0,29.8,78.8,114.4,41.7,55.3,1940.04
maize,6.35,520.9,25.1,71.3,96.4,15.0,38.0,3710.52
cotton,7.02,756.0,28.9,74.0,111.3,15.5,56.7,1722.49
sugarcane,6.97,1507.4,26.5,84.4,124.3,38.8,46.0,56833.57
wheat,5.47,841.5,19.5,71.1,88.8,16.8,44.4,1768.69
rice,7.45,1508.7,28.4,62.3,109.2,47.6,49.0,4035.72
sugarcane,6.24,1694.1,35.3,66.8,134.0,25.6,82.6,71622.98
maize,6.4,860.8,27.3,59.0,128.0,50.3,88.4,6389.41
cotton,6.08,683.5,33.3,44.6,35.9,67.4,25.7,1369.91
cotton,6.5,766.6,31.5,89.0,142.6,21.6,75.6,2363.25
maize,7.19,795.1,31.8,62.3,107.5,49.3,71.7,4770.9
maize,6.82,648.7,19.5,85.2,115.8,35.6,35.7,3974.64
wheat,7.05,455.7,20.8,81.4,81.6,25.6,48.1,2693.32
maize,6.02,691.2,32.7,67.0,103.6,28.1,17.1,3031.92
cotton,5.9,992.1,27.6,31.6,153.9,67.5,64.1,2586.15
rice,6.0,1068.2,26.6,72.3,93.2,10.0,31.4,2397.8
rice,6.59,719.8,29.1,68.2,133.8,16.1,97.8,4332.6
cotton,5.71,616.6,30.8,48.0,99.6,80.0,51.9,2104.05
wheat,6.42,490.4,20.2,74.2,139.9,40.0,16.9,2897.68
maize,6.41,767.7,18.5,72.5,82.8,17.7,77.6,3612.92
wheat,6.9,420.3,16.1,57.6,145.0,60.8,15.0,3184.54
rice,5.5,1343.0,25.1,64.1,97.0,50.1,43.9,2854.48
maize,6.13,905.3,25.7,56.1,81.7,58.0,44.6,4493.21
wheat,5.7,415.1,16.7,76.3,96.7,41.3,80.4,3140.88
rice,6.06,728.5,31.8,42.9,149.3,58.5,38.0,3881.56
rice,7.3,1116.5,28.5,49.3,109.6,39.1,54.0,4192.47
sugarcane,6.27,1446.8,27.7,89.4,143.9,46.4,38.0,59175.95
maize,6.5,847.4,31.6,72.6,76.0,28.9,69.5,3562.97
sugarcane,6.8,1184.8,28.4,56.7,148.2,50.3,21.7,67920.08
sugarcane,5.95,1163.1,31.9,64.2,121.6,23.2,37.9,45846.43
rice,6.35,1522.0,30.8,70.3,70.0,47.2,110.6,4031.5
wheat,5.91,529.0,21.0,62.3,100.3,43.7,70.4,3292.09
sugarcane,6.75,1380.7,29.4,49.6,70.6,51.0,41.3,50321.76
rice,4.86,1415.0,25.1,53.3,134.1,38.8,73.4,2700.41
sugarcane,6.52,1372.3,33.8,98.0,123.2,83.2,41.3,66536.26
maize,7.52,574.3,25.9,77.0,183.3,36.7,49.5,4907.87
cotton,6.22,672.7,27.8,63.3,139.1,24.9,65.7,2154.78
wheat,6.5,492.2,17.0,47.4,172.9,48.1,46.2,4327.34
maize,6.32,830.6,29.8,70.7,168.3,41.8,67.5,5970.0
sugarcane,6.39,1241.7,33.8,87.2,126.4,43.5,52.3,63361.72
rice,5.79,1400.6,25.2,83.6,97.3,60.0,25.5,3342.16
wheat,6.26,518.1,17.3,57.6,148.7,10.0,45.9,2780.06
sugarcane,5.77,1053.8,22.0,69.5,62.3,83.5,68.1,45159.31
maize,6.4,857.4,29.4,79.2,69.9,74.5,45.7,4414.27
rice,6.0,1193.7,29.6,85.1,148.6,65.8,72.4,5930.73
sugarcane,5.72,1555.9,34.8,62.9,138.3,42.4,15.0,47458.44
cotton,6.6,804.4,30.9,46.6,140.1,56.6,72.7,2795.43
wheat,6.01,468.9,17.7,79.4,68.7,33.8,19.2,2233.06
wheat,8.22,454.0,10.0,32.4,82.2,13.3,75.7,1741.37
rice,6.58,1171.1,34.7,38.4,125.3,53.7,60.7,4048.82
sugarcane,7.69,1158.0,25.4,74.3,109.0,66.7,47.9,62344.9
rice,6.47,1295.9,28.6,81.5,142.9,47.1,36.9,4073.44
wheat,6.76,376.6,18.0,53.2,152.7,76.3,47.9,3856.82
cotton,8.04,550.7,23.9,79.8,129.2,74.5,17.2,1700.39
cotton,8.59,429.0,19.0,48.6,148.6,37.1,46.2,1027.32
cotton,6.98,432.7,31.3,60.0,67.1,52.2,19.6,1513.35
maize,6.49,763.5,20.8,66.2,143.1,10.0,49.4,3435.64
sugarcane,7.74,1439.1,23.7,70.5,138.6,30.7,49.0,46789.66
cotton,6.83,757.1,21.4,72.6,220.0,72.8,42.2,2553.83
rice,7.15,1234.1,29.8,63.2,141.6,36.4,64.8,4708.01
maize,7.33,930.5,32.3,54.5,99.5,57.8,37.3,3963.14
cotton,6.34,787.3,24.6,70.2,95.7,40.6,70.2,1925.85
rice,5.26,1694.3,30.7,67.4,141.7,18.9,41.7,2476.36
rice,7.87,1164.7,29.9,58.2,62.8,55.6,25.0,2749.78
wheat,6.86,556.7,17.2,50.5,79.6,28.7,87.4,2810.78
rice,6.4,1489.4,27.3,58.9,176.6,43.0,54.3,4782.95
maize,7.21,800.8,32.5,79.9,149.5,63.7,70.1,5133.24
maize,5.84,549.5,27.9,88.6,117.9,40.8,53.2,4516.79
cotton,7.67,624.7,26.0,89.5,107.7,65.9,63.5,2252.79
cotton,6.75,666.5,33.6,64.4,154.9,43.1,37.8,2195.4
maize,6.29,906.0,24.2,67.4,157.1,34.8,66.1,5628.27
cotton,6.21,605.7,34.5,67.3,142.7,48.0,83.3,2545.21
sugarcane,7.72,1583.0,22.5,75.8,88.0,21.2,58.7,36108.68
maize,7.92,751.7,27.7,54.3,184.7,38.9,48.8,4466.32
rice,6.84,1433.3,29.9,86.0,172.1,48.6,58.2,5198.91
rice,6.64,1200.6,29.8,68.5,102.5,61.8,26.1,3607.46
rice,6.39,1138.3,29.8,68.5,84.7,10.0,35.1,2556.84
maize,5.7,703.0,22.4,63.3,49.8,39.1,40.6,2883.42
wheat,6.97,363.1,18.4,67.4,128.6,88.2,72.2,3944.01
cotton,6.99,663.5,29.9,62.1,86.2,40.0,50.3,2018.71
sugarcane,5.43,1649.4,32.1,64.0,123.7,52.5,28.8,53694.83
maize,6.81,947.5,26.8,68.6,135.0,22.3,67.3,4624.15
rice,6.7,1616.4,33.3,74.3,171.9,10.0,64.3,4059.9
sugarcane,7.69,1833.5,33.9,87.9,111.9,56.3,41.4,56084.46
sugarcane,6.43,849.6,30.9,49.0,90.4,10.0,79.7,44145.83
wheat,7.53,443.5,27.9,57.7,65.3,24.3,32.8,1829.65
rice,5.82,829.7,29.0,81.7,130.5,46.0,64.6,4007.26
cotton,5.77,610.2,29.5,60.7,84.3,59.1,29.4,1523.48
sugarcane,5.63,1565.4,33.1,34.6,80.8,32.6,57.4,42547.3
rice,6.69,1164.5,27.0,72.4,85.6,34.6,30.0,2941.55
rice,6.73,1158.3,33.8,60.1,40.2,32.3,87.4,2967.75
sugarcane,6.62,1270.2,30.9,60.8,99.4,60.1,58.7,71977.77
wheat,6.36,594.5,19.3,59.6,96.8,53.8,36.4,3321.26
cotton,6.59,474.3,23.0,44.5,147.7,36.7,81.5,1880.8
wheat,6.59,464.4,17.8,74.0,61.5,55.7,47.2,2992.09
sugarcane,5.7,1700.5,35.8,66.7,121.2,10.0,77.5,49115.66
maize,6.08,692.7,28.4,74.1,89.8,17.8,120.0,3898.48
wheat,7.43,533.1,22.2,88.0,72.2,35.5,81.5,2652.27
wheat,6.27,720.9,24.7,69.5,65.2,22.9,55.3,2265.19
sugarcane,6.46,1386.9,30.0,65.5,148.0,40.8,68.8,74826.91
cotton,7.4,860.5,26.5,64.5,65.6,38.8,48.9,1496.74
wheat,6.43,497.9,22.2,73.9,130.7,67.7,92.3,4482.85
rice,6.93,1477.4,30.2,94.3,98.8,53.9,81.1,4367.6
sugarcane,6.38,1669.8,34.4,64.0,156.1,10.0,30.5,45946.7
sugarcane,6.16,1610.3,34.4,90.5,89.5,30.3,88.1,52840.96
wheat,7.69,572.4,22.5,87.2,87.6,65.0,60.5,3337.57
sugarcane,6.76,1034.5,36.8,54.7,153.9,43.4,78.5,78099.6
cotton,4.63,571.1,27.7,43.2,68.7,38.9,48.4,974.03
rice,6.23,1368.7,27.2,88.0,112.5,64.4,59.1,4391.75
maize,6.69,700.1,24.6,52.6,123.3,52.6,26.7,4912.06
cotton,5.73,611.0,28.1,64.0,138.6,47.6,116.7,2416.79
wheat,7.48,500.7,20.4,72.5,116.1,71.9,40.6,3465.4
maize,6.22,588.3,22.8,71.2,65.1,31.5,68.3,4386.85
rice,8.29,1629.3,25.0,71.3,144.8,33.8,27.7,2503.75
rice,6.75,1477.0,27.9,86.6,104.2,27.5,98.5,3451.63
maize,6.43,359.5,24.5,78.2,105.0,42.5,65.5,4603.42
sugarcane,6.64,1338.7,33.9,65.8,89.4,10.0,53.3,48674.72
cotton,6.96,780.5,33.2,67.1,117.3,62.7,84.8,2451.6
sugarcane,6.0,1472.3,30.7,78.9,157.6,19.2,33.5,56014.35
cotton,7.15,650.6,25.1,60.0,155.7,54.8,25.3,2223.09
wheat,7.19,485.4,19.6,44.4,53.5,45.1,28.5,2732.88
cotton,7.31,564.6,28.0,46.7,125.3,53.1,65.8,2470.41
cotton,5.01,306.7,26.5,76.9,107.0,58.4,31.0,1232.42
cotton,6.2,926.7,34.7,61.4,92.4,26.8,42.4,1297.81
cotton,6.18,479.7,31.1,72.5,73.4,32.8,41.4,1489.48
wheat,7.24,651.4,19.4,48.5,110.4,65.5,71.4,4415.38
wheat,7.01,349.4,21.5,57.7,80.4,76.4,50.7,2984.07
wheat,5.34,391.8,23.4,78.4,99.9,46.2,59.0,2458.76
wheat,6.25,613.8,15.9,98.0,142.8,41.5,39.5,3132.47
maize,6.14,616.8,22.9,69.6,143.7,44.2,43.8,4389.41
rice,5.85,1193.3,31.3,55.3,102.7,69.4,44.6,3860.8
cotton,6.9,650.1,32.9,58.6,137.3,24.0,57.1,1652.81
cotton,6.89,713.9,28.3,79.5,49.2,46.5,53.6,1805.35
cotton,5.87,653.8,41.0,69.7,90.6,41.2,46.8,1498.71
cotton,6.06,579.8,30.7,72.8,110.8,60.1,31.8,2168.45
cotton,5.8,712.4,25.0,83.6,166.1,57.2,24.0,2261.1
cotton,4.96,801.9,28.7,76.7,110.3,22.8,63.0,1241.14
rice,5.57,1241.2,34.8,98.0,132.8,27.3,37.5,2983.38
sugarcane,7.3,2200.0,35.8,70.3,91.9,28.3,58.0,48185.71
wheat,6.68,629.5,17.8,48.2,135.3,67.3,32.6,3879.99
cotton,6.38,731.8,27.5,79.2,121.2,74.7,71.6,2468.3
wheat,7.37,538.7,20.2,84.8,78.2,56.0,32.7,2994.38
sugarcane,6.67,1185.1,26.5,55.2,66.9,57.0,51.5,57098.61
maize,7.46,815.6,23.7,35.4,101.7,63.5,47.2,4710.63
wheat,6.3,572.3,28.3,62.4,100.6,72.8,68.3,3963.48
maize,6.55,898.1,23.5,73.9,69.9,58.3,48.6,4261.63
maize,7.36,472.6,28.2,60.3,138.6,64.0,15.0,4356.38
cotton,6.03,680.8,23.1,86.9,84.1,28.5,76.1,1714.24
cotton,6.37,611.4,29.2,53.6,68.9,32.9,41.9,1804.31
sugarcane,6.43,2172.5,33.2,42.7,85.9,44.0,60.1,48168.56
sugarcane,6.7,1019.6,30.7,52.9,45.3,80.8,54.5,52999.26
cotton,6.96,816.9,34.3,95.3,110.6,35.2,30.5,1674.54
wheat,6.92,567.1,22.7,55.1,109.5,75.6,83.0,3813.48
sugarcane,5.44,1205.2,26.8,78.2,86.2,41.3,89.2,51853.7
sugarcane,6.61,1035.5,26.5,79.2,58.1,56.1,41.5,42210.12
sugarcane,6.04,1347.6,37.6,65.7,143.3,39.3,23.4,46716.87
cotton,7.58,668.7,27.0,62.3,122.3,72.1,30.5,2117.66
cotton,6.65,896.2,29.7,30.1,119.2,18.9,35.7,1527.95
sugarcane,6.8,1508.8,23.2,79.7,82.5,48.6,26.8,45163.43
cotton,7.51,619.0,25.7,73.3,150.0,47.0,55.8,2131.19
rice,6.44,1162.6,32.6,64.3,146.0,36.5,69.4,4456.91
maize,6.46,887.6,23.6,91.4,105.2,53.1,46.1,4361.06
sugarcane,7.03,1246.3,33.6,71.0,89.1,54.5,65.9,68604.28
sugarcane,6.79,1789.0,39.7,60.4,78.5,34.7,28.0,42755.57
maize,5.4,526.5,28.9,58.3,73.3,51.7,33.4,2878.31
sugarcane,6.53,1676.8,37.7,71.5,132.9,50.9,75.4,67900.06
cotton,7.15,530.7,32.6,61.5,146.9,19.0,58.4,1713.81
rice,5.28,1061.6,30.8,39.8,115.8,20.3,35.6,2189.7
cotton,6.95,887.6,31.2,79.3,120.3,17.9,34.1,1615.8
wheat,5.96,401.5,15.5,75.1,107.5,60.6,77.5,3263.59
wheat,5.25,440.8,15.0,50.6,112.4,49.6,38.9,2189.39
sugarcane,6.88,1211.7,31.1,73.6,129.3,22.4,115.6,71375.39
cotton,6.5,835.7,30.1,51.7,105.1,81.3,57.2,2271.52
rice,7.12,1216.4,31.4,53.8,125.5,48.9,68.0,5000.81
maize,6.98,872.2,25.6,63.2,123.4,85.8,38.0,5227.51
rice,6.51,1446.5,33.1,60.7,178.6,50.6,34.1,4471.74
maize,7.01,920.6,24.6,46.9,100.4,50.4,15.0,4047.36
wheat,6.65,475.6,18.5,66.3,75.1,40.2,78.1,3013.04
wheat,7.09,436.0,20.4,77.9,86.9,48.1,46.7,3152.43
wheat,5.47,395.0,22.3,68.8,107.5,62.0,69.1,3375.31
cotton,6.77,666.8,40.4,64.2,86.5,34.5,55.0,1523.59
cotton,6.89,620.4,21.6,55.3,125.9,64.3,60.2,2481.12
wheat,6.06,563.9,21.5,97.9,114.9,42.9,32.2,2545.88
sugarcane,6.88,1112.8,33.0,50.0,143.7,62.3,62.0,80079.83
rice,7.51,978.1,24.1,67.9,34.4,67.2,79.4,3202.04
sugarcane,5.88,1848.1,31.7,74.8,126.0,55.6,46.8,51653.26
wheat,7.53,385.4,12.7,71.4,89.5,60.8,48.8,2753.71
maize,6.14,855.3,20.1,58.3,60.2,41.2,45.5,3258.26
sugarcane,6.93,2036.5,24.9,92.6,102.8,43.4,72.2,61096.76
sugarcane,6.68,1523.4,27.8,79.2,97.2,24.3,84.1,56246.29
maize,5.55,771.9,23.6,76.8,79.0,31.1,15.0,2713.78
maize,7.22,885.7,33.9,58.3,87.5,44.5,21.5,3323.56
wheat,5.69,495.8,16.1,69.8,77.5,32.9,37.0,2086.12
cotton,7.39,904.3,32.4,85.8,97.9,33.5,39.4,1613.8
maize,6.66,815.2,23.4,79.4,132.4,33.2,77.6,5655.58
cotton,7.74,741.7,24.2,49.7,96.4,58.6,91.5,2135.09
rice,7.37,626.3,30.1,65.6,153.1,44.4,91.0,4472.87
rice,6.48,1015.1,30.4,67.6,79.1,75.5,56.1,3981.38
maize,6.95,850.6,16.6,49.6,99.3,55.3,64.8,4659.73
maize,6.14,519.8,24.3,74.7,99.8,10.0,69.9,3222.05
rice,7.34,1213.0,24.9,68.8,85.9,85.2,51.8,4051.54
wheat,6.96,490.9,23.0,44.4,101.2,55.5,69.8,3739.48
maize,6.25,629.3,29.7,98.0,85.4,60.6,28.9,4286.96
maize,5.94,789.5,24.9,68.4,177.5,45.2,69.2,5742.63
wheat,7.1,542.5,21.7,86.5,91.4,45.3,34.4,2915.44
rice,6.17,1626.3,28.9,58.9,84.6,72.2,68.9,4049.15
rice,5.7,863.8,37.5,59.5,91.8,46.4,33.8,2527.13
cotton,7.32,844.6,23.3,72.6,100.8,66.4,53.3,2057.77
cotton,7.68,834.3,32.4,66.4,73.8,68.9,61.7,1941.2
cotton,6.43,641.8,34.1,89.5,53.6,50.9,39.5,1497.08
wheat,6.93,580.3,17.0,64.0,122.3,17.8,55.4,2986.51
rice,6.16,890.1,26.0,95.5,82.3,23.5,61.4,2974.18
rice,5.62,1201.6,27.6,73.2,90.3,23.1,54.7,2578.43
rice,6.29,1359.1,27.1,55.1,165.4,55.2,80.9,5039.8
cotton,7.63,533.5,29.4,70.2,122.3,69.8,50.6,2147.97
cotton,6.12,758.4,28.9,65.4,52.4,44.8,68.5,1769.01
maize,6.43,426.0,25.2,47.2,52.5,64.2,105.4,4995.0
wheat,5.93,604.2,19.2,72.0,137.1,36.7,46.5,3102.33
maize,6.49,845.0,31.5,64.0,110.2,53.3,30.3,4177.19
rice,6.03,807.3,25.2,87.0,140.3,50.2,45.1,4157.63
wheat,6.99,463.6,22.6,53.9,116.0,10.0,78.5,2882.38
sugarcane,7.22,1699.9,26.9,65.3,29.5,55.5,83.0,45798.14
cotton,6.37,642.7,25.1,57.4,102.0,48.0,48.7,2123.44
sugarcane,5.94,1412.6,36.9,88.6,154.7,10.0,34.0,41850.15
wheat,6.32,652.7,18.4,66.4,135.7,39.1,53.6,3290.68
wheat,6.55,585.6,27.0,75.9,140.0,64.9,39.7,3442.57
rice,5.51,1318.8,28.7,96.3,98.3,31.0,37.5,2650.5
rice,6.76,1358.2,24.4,63.6,99.5,18.5,39.7,3099.89
rice,7.63,1050.8,29.1,78.6,137.4,53.0,80.0,4708.26
wheat,7.2,593.8,21.2,79.1,38.2,50.6,59.4,2932.43
maize,6.62,630.4,27.1,56.5,143.3,48.0,59.8,6282.64
sugarcane,6.16,1744.8,32.3,82.5,67.9,63.0,15.0,43760.64
wheat,7.95,537.7,19.4,54.5,110.8,70.0,75.7,3731.09
maize,6.0,626.2,30.2,65.2,132.4,54.6,53.4,4986.82
rice,5.98,1188.2,27.7,81.1,132.8,48.9,59.4,3915.42
cotton,7.1,640.3,26.0,84.0,172.6,10.0,67.0,2098.45
cotton,6.53,654.6,30.2,69.1,90.6,31.3,57.0,1708.76
rice,6.56,960.0,31.9,89.3,114.3,64.5,79.2,4525.07
wheat,4.88,533.2,24.7,66.7,95.8,47.3,47.9,1736.28
sugarcane,6.04,1972.2,32.7,75.4,143.2,64.1,41.2,66830.3
cotton,6.47,750.8,23.5,57.2,127.9,61.9,42.6,2002.03
cotton,7.74,1009.1,23.9,77.4,125.4,27.2,35.4,1405.37
maize,7.96,608.8,20.6,65.0,76.3,44.1,68.8,3722.25
maize,7.99,1011.6,28.8,44.5,47.1,35.1,53.9,2728.61
wheat,8.19,662.8,13.8,89.1,151.8,39.9,61.1,2615.06
rice,6.73,1599.9,25.3,55.3,130.6,35.8,88.3,4502.14
cotton,6.49,495.1,29.6,78.0,89.2,38.4,77.2,1950.15
rice,6.19,1269.2,29.6,76.7,110.5,48.4,50.1,4001.06
wheat,7.3,333.6,18.4,76.7,115.5,26.7,63.0,2633.43
rice,7.31,969.6,29.7,67.1,109.8,27.9,18.5,2780.62
cotton,6.61,531.0,28.4,70.9,152.5,79.3,49.6,2460.37
sugarcane,6.37,1537.0,34.9,54.0,76.4,47.4,53.4,56536.87
sugarcane,6.72,1318.9,26.6,62.1,94.6,60.3,22.0,59370.58
sugarcane,6.45,1360.1,29.4,71.1,160.0,39.5,58.4,75754.4
rice,7.83,1443.6,25.1,46.4,119.6,47.7,79.6,4028.87
rice,6.63,1038.6,29.5,82.0,137.4,49.0,74.8,5340.37
rice,7.42,1378.6,26.4,73.8,130.3,59.0,40.3,4303.49
